2024-04-29 21:20,01F0005N,N,31,61
21:20,01F0005N,N,32,18
21:20,01F0005N,N,41,4
21:20,01F0005N,N,42,0
21:20,01F0005N,N,5,0
21:20,01F0005S,S,31,76
21:20,01F0005S,S,32,14
21:20,01F0005S,S,41,4
21:20,01F0005S,S,42,0
21:20,01F0005S,S,5,0
21:20,01F0017N,N,31,58
21:20,01F0017N,N,32,16
21:20,01F0017N,N,41,6
21:20,01F0017N,N,42,0
21:20,01F0017N,N,5,0
21:20,01F0017S,S,31,64
21:20,01F0017S,S,32,8
21:20,01F0017S,S,41,3
21:20,01F0017S,S,42,0
21:20,01F0017S,S,5,0
21:20,01F0029N,N,31,76
21:20,01F0029N,N,32,17
21:20,01F0029N,N,41,7
21:20,01F0029N,N,42,1
21:20,01F0029N,N,5,0
21:20,01F0029S,S,31,82
21:20,01F0029S,S,32,12
21:20,01F0029S,S,41,3
21:20,01F0029S,S,42,0
21:20,01F0029S,S,5,0
21:20,01F0061N,N,31,136
21:20,01F0061N,N,32,39
21:20,01F0061N,N,41,2
21:20,01F0061N,N,42,4
21:20,01F0061N,N,5,6
21:20,01F0061S,S,31,127
21:20,01F0061S,S,32,18
21:20,01F0061S,S,41,4
21:20,01F0061S,S,42,1
21:20,01F0061S,S,5,10
21:20,01F0099N,N,31,168
21:20,01F0099N,N,32,44
21:20,01F0099N,N,41,5
21:20,01F0099N,N,42,9
21:20,01F0099N,N,5,8
21:20,01F0099S,S,31,100
21:20,01F0099S,S,32,20
21:20,01F0099S,S,41,4
21:20,01F0099S,S,42,5
21:20,01F0099S,S,5,8
21:20,01F0147N,N,31,157
21:20,01F0147N,N,32,40
21:20,01F0147N,N,41,5
21:20,01F0147N,N,42,4
21:20,01F0147N,N,5,5
21:20,01F0147S,S,31,84
21:20,01F0147S,S,32,21
21:20,01F0147S,S,41,6
21:20,01F0147S,S,42,7
21:20,01F0147S,S,5,3
21:20,01F0153N,N,31,207
21:20,01F0153N,N,32,41
21:20,01F0153N,N,41,7
21:20,01F0153N,N,42,6
21:20,01F0153N,N,5,5
21:20,01F0153S,S,31,127
21:20,01F0153S,S,32,26
21:20,01F0153S,S,41,5
21:20,01F0153S,S,42,8
21:20,01F0153S,S,5,5
21:20,01F0182S,S,31,136
21:20,01F0182S,S,32,21
21:20,01F0182S,S,41,6
21:20,01F0182S,S,42,12
21:20,01F0182S,S,5,6
21:20,01F0213N,N,31,140
21:20,01F0213N,N,32,37
21:20,01F0213N,N,41,0
21:20,01F0213N,N,42,4
21:20,01F0213N,N,5,7
21:20,01F0233N,N,31,236
21:20,01F0233N,N,32,43
21:20,01F0233N,N,41,5
21:20,01F0233N,N,42,10
21:20,01F0233N,N,5,11
21:20,01F0248S,S,31,312
21:20,01F0248S,S,32,63
21:20,01F0248S,S,41,6
21:20,01F0248S,S,42,16
21:20,01F0248S,S,5,12
21:20,01F0256N,N,31,234
21:20,01F0256N,N,32,38
21:20,01F0256N,N,41,9
21:20,01F0256N,N,42,11
21:20,01F0256N,N,5,14
21:20,01F0264S,S,31,266
21:20,01F0264S,S,32,58
21:20,01F0264S,S,41,5
21:20,01F0264S,S,42,14
21:20,01F0264S,S,5,10
21:20,01F0293N,N,31,223
21:20,01F0293N,N,32,48
21:20,01F0293N,N,41,8
21:20,01F0293N,N,42,14
21:20,01F0293N,N,5,7
21:20,01F0293S,S,31,254
21:20,01F0293S,S,32,48
21:20,01F0293S,S,41,8
21:20,01F0293S,S,42,8
21:20,01F0293S,S,5,7
21:20,01F0339S,S,31,412
21:20,01F0339S,S,32,86
21:20,01F0339S,S,41,11
21:20,01F0339S,S,42,14
21:20,01F0339S,S,5,1
21:20,01F0340N,N,31,310
21:20,01F0340N,N,32,59
21:20,01F0340N,N,41,7
21:20,01F0340N,N,42,15
21:20,01F0340N,N,5,7
21:20,01F0376N,N,31,224
21:20,01F0376N,N,32,45
21:20,01F0376N,N,41,3
21:20,01F0376N,N,42,16
21:20,01F0376N,N,5,12
21:20,01F0376S,S,31,312
21:20,01F0376S,S,32,49
21:20,01F0376S,S,41,10
21:20,01F0376S,S,42,12
21:20,01F0376S,S,5,7
21:20,01F0413N,N,31,121
21:20,01F0413N,N,32,36
21:20,01F0413N,N,41,3
21:20,01F0413N,N,42,13
21:20,01F0413N,N,5,9
21:20,01F0413S,S,31,137
21:20,01F0413S,S,32,27
21:20,01F0413S,S,41,4
21:20,01F0413S,S,42,8
21:20,01F0413S,S,5,7
21:20,01F0467N,N,31,202
21:20,01F0467N,N,32,56
21:20,01F0467N,N,41,8
21:20,01F0467N,N,42,18
21:20,01F0467N,N,5,12
21:20,01F0467S,S,31,242
21:20,01F0467S,S,32,69
21:20,01F0467S,S,41,2
21:20,01F0467S,S,42,19
21:20,01F0467S,S,5,14
21:20,01F0492N,N,31,136
21:20,01F0492N,N,32,39
21:20,01F0492N,N,41,1
21:20,01F0492N,N,42,18
21:20,01F0492N,N,5,5
21:20,01F0492S,S,31,123
21:20,01F0492S,S,32,37
21:20,01F0492S,S,41,1
21:20,01F0492S,S,42,10
21:20,01F0492S,S,5,11
21:20,01F0511N,N,31,232
21:20,01F0511N,N,32,51
21:20,01F0511N,N,41,3
21:20,01F0511N,N,42,25
21:20,01F0511N,N,5,14
21:20,01F0511S,S,31,220
21:20,01F0511S,S,32,53
21:20,01F0511S,S,41,2
21:20,01F0511S,S,42,11
21:20,01F0511S,S,5,12
21:20,01F0532N,N,31,191
21:20,01F0532N,N,32,32
21:20,01F0532N,N,41,5
21:20,01F0532N,N,42,24
21:20,01F0532N,N,5,11
21:20,01F0532S,S,31,181
21:20,01F0532S,S,32,35
21:20,01F0532S,S,41,3
21:20,01F0532S,S,42,15
21:20,01F0532S,S,5,15
21:20,01F0557N,N,31,183
21:20,01F0557N,N,32,37
21:20,01F0557N,N,41,2
21:20,01F0557N,N,42,23
21:20,01F0557N,N,5,10
21:20,01F0557S,S,31,203
21:20,01F0557S,S,32,37
21:20,01F0557S,S,41,3
21:20,01F0557S,S,42,14
21:20,01F0557S,S,5,14
21:20,01F0578S,S,31,177
21:20,01F0578S,S,32,39
21:20,01F0578S,S,41,1
21:20,01F0578S,S,42,10
21:20,01F0578S,S,5,15
21:20,01F0584N,N,31,158
21:20,01F0584N,N,32,42
21:20,01F0584N,N,41,2
21:20,01F0584N,N,42,16
21:20,01F0584N,N,5,12
21:20,01F0633N,N,31,170
21:20,01F0633N,N,32,38
21:20,01F0633N,N,41,3
21:20,01F0633N,N,42,19
21:20,01F0633N,N,5,13
21:20,01F0633S,S,31,186
21:20,01F0633S,S,32,36
21:20,01F0633S,S,41,3
21:20,01F0633S,S,42,17
21:20,01F0633S,S,5,10
21:20,01F0664N,N,31,143
21:20,01F0664N,N,32,34
21:20,01F0664N,N,41,2
21:20,01F0664N,N,42,9
21:20,01F0664N,N,5,12
21:20,01F0664S,S,31,118
21:20,01F0664S,S,32,29
21:20,01F0664S,S,41,1
21:20,01F0664S,S,42,13
21:20,01F0664S,S,5,16
21:20,01F0681N,N,31,131
21:20,01F0681N,N,32,24
21:20,01F0681N,N,41,1
21:20,01F0681N,N,42,7
21:20,01F0681N,N,5,14
21:20,01F0681S,S,31,109
21:20,01F0681S,S,32,30
21:20,01F0681S,S,41,0
21:20,01F0681S,S,42,9
21:20,01F0681S,S,5,19
21:20,01F0699N,N,31,110
21:20,01F0699N,N,32,18
21:20,01F0699N,N,41,0
21:20,01F0699N,N,42,10
21:20,01F0699N,N,5,19
21:20,01F0699S,S,31,51
21:20,01F0699S,S,32,11
21:20,01F0699S,S,41,2
21:20,01F0699S,S,42,8
21:20,01F0699S,S,5,15
21:20,01F0750N,N,31,175
21:20,01F0750N,N,32,33
21:20,01F0750N,N,41,8
21:20,01F0750N,N,42,19
21:20,01F0750N,N,5,15
21:20,01F0750S,S,31,155
21:20,01F0750S,S,32,32
21:20,01F0750S,S,41,4
21:20,01F0750S,S,42,18
21:20,01F0750S,S,5,14
21:20,01F0880N,N,31,229
21:20,01F0880N,N,32,63
21:20,01F0880N,N,41,1
21:20,01F0880N,N,42,19
21:20,01F0880N,N,5,18
21:20,01F0880S,S,31,194
21:20,01F0880S,S,32,32
21:20,01F0880S,S,41,3
21:20,01F0880S,S,42,11
21:20,01F0880S,S,5,10
21:20,01F0928N,N,31,219
21:20,01F0928N,N,32,52
21:20,01F0928N,N,41,4
21:20,01F0928N,N,42,19
21:20,01F0928N,N,5,7
21:20,01F0928S,S,31,165
21:20,01F0928S,S,32,35
21:20,01F0928S,S,41,6
21:20,01F0928S,S,42,9
21:20,01F0928S,S,5,15
21:20,01F0950S,S,31,97
21:20,01F0950S,S,32,20
21:20,01F0950S,S,41,3
21:20,01F0950S,S,42,11
21:20,01F0950S,S,5,13
21:20,01F0956N,N,31,120
21:20,01F0956N,N,32,25
21:20,01F0956N,N,41,1
21:20,01F0956N,N,42,11
21:20,01F0956N,N,5,8
21:20,01F0979N,N,31,165
21:20,01F0979N,N,32,30
21:20,01F0979N,N,41,3
21:20,01F0979N,N,42,9
21:20,01F0979N,N,5,9
21:20,01F0980S,S,31,197
21:20,01F0980S,S,32,30
21:20,01F0980S,S,41,8
21:20,01F0980S,S,42,16
21:20,01F0980S,S,5,11
21:20,01F1045N,N,31,102
21:20,01F1045N,N,32,23
21:20,01F1045N,N,41,5
21:20,01F1045N,N,42,8
21:20,01F1045N,N,5,14
21:20,01F1045S,S,31,115
21:20,01F1045S,S,32,25
21:20,01F1045S,S,41,7
21:20,01F1045S,S,42,8
21:20,01F1045S,S,5,2
21:20,01F1123N,N,31,114
21:20,01F1123N,N,32,27
21:20,01F1123N,N,41,2
21:20,01F1123N,N,42,4
21:20,01F1123N,N,5,12
21:20,01F1123S,S,31,65
21:20,01F1123S,S,32,21
21:20,01F1123S,S,41,5
21:20,01F1123S,S,42,5
21:20,01F1123S,S,5,4
21:20,01F1292N,N,31,99
21:20,01F1292N,N,32,30
21:20,01F1292N,N,41,1
21:20,01F1292N,N,42,15
21:20,01F1292N,N,5,6
21:20,01F1292S,S,31,67
21:20,01F1292S,S,32,23
21:20,01F1292S,S,41,2
21:20,01F1292S,S,42,4
21:20,01F1292S,S,5,5
21:20,01F1389N,N,31,97
21:20,01F1389N,N,32,25
21:20,01F1389N,N,41,1
21:20,01F1389N,N,42,12
21:20,01F1389N,N,5,11
21:20,01F1389S,S,31,96
21:20,01F1389S,S,32,22
21:20,01F1389S,S,41,2
21:20,01F1389S,S,42,8
21:20,01F1389S,S,5,8
21:20,01F1465N,N,31,81
21:20,01F1465N,N,32,22
21:20,01F1465N,N,41,2
21:20,01F1465N,N,42,14
21:20,01F1465N,N,5,12
21:20,01F1465S,S,31,95
21:20,01F1465S,S,32,18
21:20,01F1465S,S,41,4
21:20,01F1465S,S,42,6
21:20,01F1465S,S,5,5
21:20,01F1572N,N,31,111
21:20,01F1572N,N,32,24
21:20,01F1572N,N,41,4
21:20,01F1572N,N,42,13
21:20,01F1572N,N,5,12
21:20,01F1572S,S,31,71
21:20,01F1572S,S,32,20
21:20,01F1572S,S,41,3
21:20,01F1572S,S,42,10
21:20,01F1572S,S,5,1
21:20,01F1621N,N,31,124
21:20,01F1621N,N,32,28
21:20,01F1621N,N,41,1
21:20,01F1621N,N,42,16
21:20,01F1621N,N,5,11
